ip.src,ip.dst,tcp.srcport,tcp.dstport,tcp.flags,tcp.flags.syn,tcp.flags.ack,tcp.flags.reset,tcp.len,frame.len,frame.time,frame.time_relative,frame.protocols,frame.number,_ws.col.info,tcp.analysis.flags,tcp.analysis.retransmission,udp.length,http.request.method,http.request.uri,http.authbasic,http.user_agent,ip.len,ip.flags.df,ip.flags.mf,ip.fragment,ip.fragment.count,ip.fragments,ip.ttl,ip.proto,tcp.window_size,tcp.ack,tcp.seq,tcp.stream,tcp.urgent_pointer,tcp.analysis.ack_rtt,tcp.segments,tcp.reassembled.length,udp.port,frame.time_delta,tcp.time_relative,tcp.time_delta
"192.168.1.7","192.168.1.16","43020","21","0x0018","False","True","False","13","81","Apr  1, 2024 00:39:36.645025869 Turquie","186.388537421","sll:ethertype:ip:tcp:ftp","1094","Request: PASS summer",,,,,,,,"65","True","False",,,,"64","6","32128","111","44","28","0",,,,,"0.102368582","3.601605206","0.102368582"
"192.168.1.16","192.168.1.7","21","43020","0x0010","False","True","False","0","68","Apr  1, 2024 00:39:36.680567958 Turquie","186.424079510","sll:ethertype:ip:tcp","1095","21 → 43020 [ACK] Seq=111 Ack=57 Win=5888 Len=0 TSval=1330584 TSecr=1729699803",,,,,,,,"52","True","False",,,,"64","6","5888","57","111","28","0","0.035542089",,,,"0.035542089","3.637147295","0.035542089"
"192.168.1.16","192.168.1.7","21","43024","0x0018","False","True","False","22","90","Apr  1, 2024 00:39:36.731440038 Turquie","186.474951590","sll:ethertype:ip:tcp:ftp","1096","Response: 530 Login incorrect.",,,,,,,,"74","True","False",,,,"64","6","5888","30","55","29","0",,,,,"0.050872080","3.526046159","3.039942459"
"192.168.1.7","192.168.1.16","43024","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:39:36.731463631 Turquie","186.474975183","sll:ethertype:ip:tcp","1097","43024 → 21 [ACK] Seq=30 Ack=77 Win=32128 Len=0 TSval=1729699889 TSecr=1330589",,,,,,,,"52","True","False",,,,"64","6","32128","77","30","29","0","0.000023593",,,,"0.000023593","3.526069752","0.000023593"
"192.168.1.7","192.168.1.16","43024","21","0x0018","False","True","False","15","83","Apr  1, 2024 00:39:36.833091763 Turquie","186.576603315","sll:ethertype:ip:tcp:ftp","1098","Request: USER msfadmin",,,,,,,,"67","True","False",,,,"64","6","32128","77","30","29","0",,,,,"0.101628132","3.627697884","0.101628132"
"192.168.1.16","192.168.1.7","21","43024","0x0010","False","True","False","0","68","Apr  1, 2024 00:39:36.833502746 Turquie","186.577014298","sll:ethertype:ip:tcp","1099","21 → 43024 [ACK] Seq=77 Ack=45 Win=5888 Len=0 TSval=1330599 TSecr=1729699991",,,,,,,,"52","True","False",,,,"64","6","5888","45","77","29","0","0.000410983",,,,"0.000410983","3.628108867","0.000410983"
"192.168.1.16","192.168.1.7","21","43024","0x0018","False","True","False","34","102","Apr  1, 2024 00:39:36.833502864 Turquie","186.577014416","sll:ethertype:ip:tcp:ftp","1100","Response: 331 Please specify the password.",,,,,,,,"86","True","False",,,,"64","6","5888","45","77","29","0",,,,,"0.000000118","3.628108985","0.000000118"
"192.168.1.7","192.168.1.16","43024","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:39:36.833529117 Turquie","186.577040669","sll:ethertype:ip:tcp","1101","43024 → 21 [ACK] Seq=45 Ack=111 Win=32128 Len=0 TSval=1729699992 TSecr=1330599",,,,,,,,"52","True","False",,,,"64","6","32128","111","45","29","0","0.000026253",,,,"0.000026253","3.628135238","0.000026253"
"192.168.1.7","192.168.1.16","43024","21","0x0018","False","True","False","13","81","Apr  1, 2024 00:39:36.934092909 Turquie","186.677604461","sll:ethertype:ip:tcp:ftp","1102","Request: PASS sweety",,,,,,,,"65","True","False",,,,"64","6","32128","111","45","29","0",,,,,"0.100563792","3.728699030","0.100563792"
"192.168.1.16","192.168.1.7","21","43024","0x0010","False","True","False","0","68","Apr  1, 2024 00:39:36.970968437 Turquie","186.714479989","sll:ethertype:ip:tcp","1103","21 → 43024 [ACK] Seq=111 Ack=58 Win=5888 Len=0 TSval=1330613 TSecr=1729700092",,,,,,,,"52","True","False",,,,"64","6","5888","58","111","29","0","0.036875528",,,,"0.036875528","3.765574558","0.036875528"
"192.168.1.16","192.168.1.7","21","43026","0x0018","False","True","False","22","90","Apr  1, 2024 00:39:37.732358107 Turquie","187.475869659","sll:ethertype:ip:tcp:ftp","1104","Response: 530 Login incorrect.",,,,,,,,"74","True","False",,,,"64","6","5888","29","55","30","0",,,,,"0.761389670","3.328177038","2.841074227"
"192.168.1.7","192.168.1.16","43026","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:39:37.732385140 Turquie","187.475896692","sll:ethertype:ip:tcp","1105","43026 → 21 [ACK] Seq=29 Ack=77 Win=32128 Len=0 TSval=1729700890 TSecr=1330689",,,,,,,,"52","True","False",,,,"64","6","32128","77","29","30","0","0.000027033",,,,"0.000027033","3.328204071","0.000027033"
"192.168.1.16","192.168.1.7","21","43038","0x0018","False","True","False","22","90","Apr  1, 2024 00:39:37.751825229 Turquie","187.495336781","sll:ethertype:ip:tcp:ftp","1106","Response: 530 Login incorrect.",,,,,,,,"74","True","False",,,,"64","6","5888","29","55","31","0",,,,,"0.019440089","3.336289718","2.850775958"
"192.168.1.7","192.168.1.16","43038","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:39:37.751854069 Turquie","187.495365621","sll:ethertype:ip:tcp","1107","43038 → 21 [ACK] Seq=29 Ack=77 Win=32128 Len=0 TSval=1729700910 TSecr=1330691",,,,,,,,"52","True","False",,,,"64","6","32128","77","29","31","0","0.000028840",,,,"0.000028840","3.336318558","0.000028840"
"192.168.1.7","192.168.1.16","43026","21","0x0018","False","True","False","15","83","Apr  1, 2024 00:39:37.833627544 Turquie","187.577139096","sll:ethertype:ip:tcp:ftp","1108","Request: USER msfadmin",,,,,,,,"67","True","False",,,,"64","6","32128","77","29","30","0",,,,,"0.081773475","3.429446475","0.101242404"
"192.168.1.16","192.168.1.7","21","43026","0x0010","False","True","False","0","68","Apr  1, 2024 00:39:37.833910353 Turquie","187.577421905","sll:ethertype:ip:tcp","1109","21 → 43026 [ACK] Seq=77 Ack=44 Win=5888 Len=0 TSval=1330699 TSecr=1729700992",,,,,,,,"52","True","False",,,,"64","6","5888","44","77","30","0","0.000282809",,,,"0.000282809","3.429729284","0.000282809"
"192.168.1.16","192.168.1.7","21","43026","0x0018","False","True","False","34","102","Apr  1, 2024 00:39:37.834024004 Turquie","187.577535556","sll:ethertype:ip:tcp:ftp","1110","Response: 331 Please specify the password.",,,,,,,,"86","True","False",,,,"64","6","5888","44","77","30","0",,,,,"0.000113651","3.429842935","0.000113651"
"192.168.1.7","192.168.1.16","43026","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:39:37.834035750 Turquie","187.577547302","sll:ethertype:ip:tcp","1111","43026 → 21 [ACK] Seq=44 Ack=111 Win=32128 Len=0 TSval=1729700992 TSecr=1330699",,,,,,,,"52","True","False",,,,"64","6","32128","111","44","30","0","0.000011746",,,,"0.000011746","3.429854681","0.000011746"
"192.168.1.7","192.168.1.16","43038","21","0x0018","False","True","False","15","83","Apr  1, 2024 00:39:37.852951591 Turquie","187.596463143","sll:ethertype:ip:tcp:ftp","1112","Request: USER msfadmin",,,,,,,,"67","True","False",,,,"64","6","32128","77","29","31","0",,,,,"0.018915841","3.437416080","0.101097522"
"192.168.1.16","192.168.1.7","21","43038","0x0010","False","True","False","0","68","Apr  1, 2024 00:39:37.853350059 Turquie","187.596861611","sll:ethertype:ip:tcp","1113","21 → 43038 [ACK] Seq=77 Ack=44 Win=5888 Len=0 TSval=1330701 TSecr=1729701011",,,,,,,,"52","True","False",,,,"64","6","5888","44","77","31","0","0.000398468",,,,"0.000398468","3.437814548","0.000398468"
"192.168.1.16","192.168.1.7","21","43038","0x0018","False","True","False","34","102","Apr  1, 2024 00:39:37.853481106 Turquie","187.596992658","sll:ethertype:ip:tcp:ftp","1114","Response: 331 Please specify the password.",,,,,,,,"86","True","False",,,,"64","6","5888","44","77","31","0",,,,,"0.000131047","3.437945595","0.000131047"
"192.168.1.7","192.168.1.16","43038","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:39:37.853495854 Turquie","187.597007406","sll:ethertype:ip:tcp","1115","43038 → 21 [ACK] Seq=44 Ack=111 Win=32128 Len=0 TSval=1729701011 TSecr=1330701",,,,,,,,"52","True","False",,,,"64","6","32128","111","44","31","0","0.000014748",,,,"0.000014748","3.437960343","0.000014748"
"192.168.1.7","192.168.1.16","43026","21","0x0018","False","True","False","16","84","Apr  1, 2024 00:39:37.934814609 Turquie","187.678326161","sll:ethertype:ip:tcp:ftp","1116","Request: PASS spongebob",,,,,,,,"68","True","False",,,,"64","6","32128","111","44","30","0",,,,,"0.081318755","3.530633540","0.100778859"
"192.168.1.7","192.168.1.16","43038","21","0x0018","False","True","False","13","81","Apr  1, 2024 00:39:37.954813108 Turquie","187.698324660","sll:ethertype:ip:tcp:ftp","1117","Request: PASS joseph",,,,,,,,"65","True","False",,,,"64","6","32128","111","44","31","0",,,,,"0.019998499","3.539277597","0.101317254"
"192.168.1.16","192.168.1.7","21","43026","0x0010","False","True","False","0","68","Apr  1, 2024 00:39:37.970830445 Turquie","187.714341997","sll:ethertype:ip:tcp","1118","21 → 43026 [ACK] Seq=111 Ack=60 Win=5888 Len=0 TSval=1330713 TSecr=1729701093",,,,,,,,"52","True","False",,,,"64","6","5888","60","111","30","0","0.036015836",,,,"0.016017337","3.566649376","0.036015836"
"192.168.1.16","192.168.1.7","21","43038","0x0010","False","True","False","0","68","Apr  1, 2024 00:39:37.990891187 Turquie","187.734402739","sll:ethertype:ip:tcp","1119","21 → 43038 [ACK] Seq=111 Ack=57 Win=5888 Len=0 TSval=1330715 TSecr=1729701113",,,,,,,,"52","True","False",,,,"64","6","5888","57","111","31","0","0.036078079",,,,"0.020060742","3.575355676","0.036078079"
"192.168.1.16","192.168.1.7","21","43020","0x0018","False","True","False","22","90","Apr  1, 2024 00:39:39.461869356 Turquie","189.205380908","sll:ethertype:ip:tcp:ftp","1120","Response: 530 Login incorrect.",,,,,,,,"74","True","False",,,,"64","6","5888","57","111","28","0",,,,,"1.470978169","6.418448693","2.781301398"
"192.168.1.7","192.168.1.16","43020","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:39:39.461901464 Turquie","189.205413016","sll:ethertype:ip:tcp","1121","43020 → 21 [ACK] Seq=57 Ack=133 Win=32128 Len=0 TSval=1729702620 TSecr=1330862",,,,,,,,"52","True","False",,,,"64","6","32128","133","57","28","0","0.000032108",,,,"0.000032108","6.418480801","0.000032108"
"192.168.1.7","192.168.1.16","43020","21","0x0018","False","True","False","15","83","Apr  1, 2024 00:39:39.563325722 Turquie","189.306837274","sll:ethertype:ip:tcp:ftp","1122","Request: USER msfadmin",,,,,,,,"67","True","False",,,,"64","6","32128","133","57","28","0",,,,,"0.101424258","6.519905059","0.101424258"
"192.168.1.16","192.168.1.7","21","43020","0x0010","False","True","False","0","68","Apr  1, 2024 00:39:39.563627267 Turquie","189.307138819","sll:ethertype:ip:tcp","1123","21 → 43020 [ACK] Seq=133 Ack=72 Win=5888 Len=0 TSval=1330872 TSecr=1729702721",,,,,,,,"52","True","False",,,,"64","6","5888","72","133","28","0","0.000301545",,,,"0.000301545","6.520206604","0.000301545"
"192.168.1.16","192.168.1.7","21","43020","0x0018","False","True","False","34","102","Apr  1, 2024 00:39:39.563802786 Turquie","189.307314338","sll:ethertype:ip:tcp:ftp","1124","Response: 331 Please specify the password.",,,,,,,,"86","True","False",,,,"64","6","5888","72","133","28","0",,,,,"0.000175519","6.520382123","0.000175519"
"192.168.1.7","192.168.1.16","43020","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:39:39.563815557 Turquie","189.307327109","sll:ethertype:ip:tcp","1125","43020 → 21 [ACK] Seq=72 Ack=167 Win=32128 Len=0 TSval=1729702722 TSecr=1330872",,,,,,,,"52","True","False",,,,"64","6","32128","167","72","28","0","0.000012771",,,,"0.000012771","6.520394894","0.000012771"
,,,,,,,,,"80","Apr  1, 2024 00:39:39.589565351 Turquie","189.333076903","sll:ethertype:ipv6:icmpv6","1126","Router Advertisement from 34:e8:94:18:b3:a6",,,,,,,,,,,,,,,,,,,,,,,,,"0.025749794",,
"192.168.1.7","192.168.1.16","43020","21","0x0018","False","True","False","13","81","Apr  1, 2024 00:39:39.665080239 Turquie","189.408591791","sll:ethertype:ip:tcp:ftp","1127","Request: PASS junior",,,,,,,,"65","True","False",,,,"64","6","32128","167","72","28","0",,,,,"0.075514888","6.621659576","0.101264682"
"192.168.1.16","192.168.1.7","21","43020","0x0010","False","True","False","0","68","Apr  1, 2024 00:39:39.701374032 Turquie","189.444885584","sll:ethertype:ip:tcp","1128","21 → 43020 [ACK] Seq=167 Ack=85 Win=5888 Len=0 TSval=1330886 TSecr=1729702823",,,,,,,,"52","True","False",,,,"64","6","5888","85","167","28","0","0.036293793",,,,"0.036293793","6.657953369","0.036293793"
"192.168.1.16","192.168.1.7","21","43024","0x0018","False","True","False","22","90","Apr  1, 2024 00:39:39.751012962 Turquie","189.494524514","sll:ethertype:ip:tcp:ftp","1129","Response: 530 Login incorrect.",,,,,,,,"74","True","False",,,,"64","6","5888","58","111","29","0",,,,,"0.049638930","6.545619083","2.780044525"
"192.168.1.7","192.168.1.16","43024","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:39:39.751032399 Turquie","189.494543951","sll:ethertype:ip:tcp","1130","43024 → 21 [ACK] Seq=58 Ack=133 Win=32128 Len=0 TSval=1729702909 TSecr=1330891",,,,,,,,"52","True","False",,,,"64","6","32128","133","58","29","0","0.000019437",,,,"0.000019437","6.545638520","0.000019437"
"192.168.1.7","192.168.1.16","43024","21","0x0018","False","True","False","15","83","Apr  1, 2024 00:39:39.851918871 Turquie","189.595430423","sll:ethertype:ip:tcp:ftp","1131","Request: USER msfadmin",,,,,,,,"67","True","False",,,,"64","6","32128","133","58","29","0",,,,,"0.100886472","6.646524992","0.100886472"
"192.168.1.16","192.168.1.7","21","43024","0x0010","False","True","False","0","68","Apr  1, 2024 00:39:39.852246741 Turquie","189.595758293","sll:ethertype:ip:tcp","1132","21 → 43024 [ACK] Seq=133 Ack=73 Win=5888 Len=0 TSval=1330901 TSecr=1729703010",,,,,,,,"52","True","False",,,,"64","6","5888","73","133","29","0","0.000327870",,,,"0.000327870","6.646852862","0.000327870"
"192.168.1.16","192.168.1.7","21","43024","0x0018","False","True","False","34","102","Apr  1, 2024 00:39:39.852355989 Turquie","189.595867541","sll:ethertype:ip:tcp:ftp","1133","Response: 331 Please specify the password.",,,,,,,,"86","True","False",,,,"64","6","5888","73","133","29","0",,,,,"0.000109248","6.646962110","0.000109248"
"192.168.1.7","192.168.1.16","43024","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:39:39.852367672 Turquie","189.595879224","sll:ethertype:ip:tcp","1134","43024 → 21 [ACK] Seq=73 Ack=167 Win=32128 Len=0 TSval=1729703010 TSecr=1330901",,,,,,,,"52","True","False",,,,"64","6","32128","167","73","29","0","0.000011683",,,,"0.000011683","6.646973793","0.000011683"
"192.168.1.7","192.168.1.16","43024","21","0x0018","False","True","False","15","83","Apr  1, 2024 00:39:39.953047719 Turquie","189.696559271","sll:ethertype:ip:tcp:ftp","1135","Request: PASS softball",,,,,,,,"67","True","False",,,,"64","6","32128","167","73","29","0",,,,,"0.100680047","6.747653840","0.100680047"
"192.168.1.16","192.168.1.7","21","43024","0x0010","False","True","False","0","68","Apr  1, 2024 00:39:39.991512472 Turquie","189.735024024","sll:ethertype:ip:tcp","1136","21 → 43024 [ACK] Seq=167 Ack=88 Win=5888 Len=0 TSval=1330915 TSecr=1729703111",,,,,,,,"52","True","False",,,,"64","6","5888","88","167","29","0","0.038464753",,,,"0.038464753","6.786118593","0.038464753"
"192.168.1.16","192.168.1.7","21","43026","0x0018","False","True","False","22","90","Apr  1, 2024 00:39:41.221118001 Turquie","190.964629553","sll:ethertype:ip:tcp:ftp","1137","Response: 530 Login incorrect.",,,,,,,,"74","True","False",,,,"64","6","5888","60","111","30","0",,,,,"1.229605529","6.816936932","3.250287556"
"192.168.1.7","192.168.1.16","43026","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:39:41.221174506 Turquie","190.964686058","sll:ethertype:ip:tcp","1138","43026 → 21 [ACK] Seq=60 Ack=133 Win=32128 Len=0 TSval=1729704379 TSecr=1331038",,,,,,,,"52","True","False",,,,"64","6","32128","133","60","30","0","0.000056505",,,,"0.000056505","6.816993437","0.000056505"
"192.168.1.16","192.168.1.7","21","43038","0x0018","False","True","False","22","90","Apr  1, 2024 00:39:41.241736843 Turquie","190.985248395","sll:ethertype:ip:tcp:ftp","1139","Response: 530 Login incorrect.",,,,,,,,"74","True","False",,,,"64","6","5888","57","111","31","0",,,,,"0.020562337","6.826201332","3.250845656"
"192.168.1.7","192.168.1.16","43038","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:39:41.241786731 Turquie","190.985298283","sll:ethertype:ip:tcp","1140","43038 → 21 [ACK] Seq=57 Ack=133 Win=32128 Len=0 TSval=1729704400 TSecr=1331040",,,,,,,,"52","True","False",,,,"64","6","32128","133","57","31","0","0.000049888",,,,"0.000049888","6.826251220","0.000049888"
"192.168.1.7","192.168.1.16","43026","21","0x0018","False","True","False","15","83","Apr  1, 2024 00:39:41.321966780 Turquie","191.065478332","sll:ethertype:ip:tcp:ftp","1141","Request: USER msfadmin",,,,,,,,"67","True","False",,,,"64","6","32128","133","60","30","0",,,,,"0.080180049","6.917785711","0.100792274"
"192.168.1.16","192.168.1.7","21","43026","0x0010","False","True","False","0","68","Apr  1, 2024 00:39:41.322228534 Turquie","191.065740086","sll:ethertype:ip:tcp","1142","21 → 43026 [ACK] Seq=133 Ack=75 Win=5888 Len=0 TSval=1331048 TSecr=1729704480",,,,,,,,"52","True","False",,,,"64","6","5888","75","133","30","0","0.000261754",,,,"0.000261754","6.918047465","0.000261754"
"192.168.1.16","192.168.1.7","21","43026","0x0018","False","True","False","34","102","Apr  1, 2024 00:39:41.322626298 Turquie","191.066137850","sll:ethertype:ip:tcp:ftp","1143","Response: 331 Please specify the password.",,,,,,,,"86","True","False",,,,"64","6","5888","75","133","30","0",,,,,"0.000397764","6.918445229","0.000397764"
"192.168.1.7","192.168.1.16","43026","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:39:41.322643955 Turquie","191.066155507","sll:ethertype:ip:tcp","1144","43026 → 21 [ACK] Seq=75 Ack=167 Win=32128 Len=0 TSval=1729704481 TSecr=1331048",,,,,,,,"52","True","False",,,,"64","6","32128","167","75","30","0","0.000017657",,,,"0.000017657","6.918462886","0.000017657"
"192.168.1.7","192.168.1.16","43038","21","0x0018","False","True","False","15","83","Apr  1, 2024 00:39:41.343049895 Turquie","191.086561447","sll:ethertype:ip:tcp:ftp","1145","Request: USER msfadmin",,,,,,,,"67","True","False",,,,"64","6","32128","133","57","31","0",,,,,"0.020405940","6.927514384","0.101263164"
"192.168.1.16","192.168.1.7","21","43038","0x0010","False","True","False","0","68","Apr  1, 2024 00:39:41.343410689 Turquie","191.086922241","sll:ethertype:ip:tcp","1146","21 → 43038 [ACK] Seq=133 Ack=72 Win=5888 Len=0 TSval=1331050 TSecr=1729704501",,,,,,,,"52","True","False",,,,"64","6","5888","72","133","31","0","0.000360794",,,,"0.000360794","6.927875178","0.000360794"
"192.168.1.16","192.168.1.7","21","43038","0x0018","False","True","False","34","102","Apr  1, 2024 00:39:41.343593274 Turquie","191.087104826","sll:ethertype:ip:tcp:ftp","1147","Response: 331 Please specify the password.",,,,,,,,"86","True","False",,,,"64","6","5888","72","133","31","0",,,,,"0.000182585","6.928057763","0.000182585"
"192.168.1.7","192.168.1.16","43038","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:39:41.343605019 Turquie","191.087116571","sll:ethertype:ip:tcp","1148","43038 → 21 [ACK] Seq=72 Ack=167 Win=32128 Len=0 TSval=1729704502 TSecr=1331050",,,,,,,,"52","True","False",,,,"64","6","32128","167","72","31","0","0.000011745",,,,"0.000011745","6.928069508","0.000011745"
"192.168.1.7","192.168.1.16","43026","21","0x0018","False","True","False","13","81","Apr  1, 2024 00:39:41.424876904 Turquie","191.168388456","sll:ethertype:ip:tcp:ftp","1149","Request: PASS taylor",,,,,,,,"65","True","False",,,,"64","6","32128","167","75","30","0",,,,,"0.081271885","7.020695835","0.102232949"
"192.168.1.7","192.168.1.16","43038","21","0x0018","False","True","False","13","81","Apr  1, 2024 00:39:41.444927930 Turquie","191.188439482","sll:ethertype:ip:tcp:ftp","1150","Request: PASS yellow",,,,,,,,"65","True","False",,,,"64","6","32128","167","72","31","0",,,,,"0.020051026","7.029392419","0.101322911"
"192.168.1.16","192.168.1.7","21","43026","0x0010","False","True","False","0","68","Apr  1, 2024 00:39:41.460676011 Turquie","191.204187563","sll:ethertype:ip:tcp","1151","21 → 43026 [ACK] Seq=167 Ack=88 Win=5888 Len=0 TSval=1331062 TSecr=1729704583",,,,,,,,"52","True","False",,,,"64","6","5888","88","167","30","0","0.035799107",,,,"0.015748081","7.056494942","0.035799107"
"192.168.1.16","192.168.1.7","21","43038","0x0010","False","True","False","0","68","Apr  1, 2024 00:39:41.481386645 Turquie","191.224898197","sll:ethertype:ip:tcp","1152","21 → 43038 [ACK] Seq=167 Ack=85 Win=5888 Len=0 TSval=1331064 TSecr=1729704603",,,,,,,,"52","True","False",,,,"64","6","5888","85","167","31","0","0.036458715",,,,"0.020710634","7.065851134","0.036458715"
"192.168.1.16","192.168.1.7","21","43020","0x0018","False","True","False","22","90","Apr  1, 2024 00:39:42.222510012 Turquie","191.966021564","sll:ethertype:ip:tcp:ftp","1153","Response: 530 Login incorrect.",,,,,,,,"74","True","False",,,,"64","6","5888","85","167","28","0",,,,,"0.741123367","9.179089349","2.521135980"
"192.168.1.7","192.168.1.16","43020","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:39:42.222570415 Turquie","191.966081967","sll:ethertype:ip:tcp","1154","43020 → 21 [ACK] Seq=85 Ack=189 Win=32128 Len=0 TSval=1729705381 TSecr=1331138",,,,,,,,"52","True","False",,,,"64","6","32128","189","85","28","0","0.000060403",,,,"0.000060403","9.179149752","0.000060403"
"192.168.1.16","192.168.1.7","21","43020","0x0011","False","True","False","0","68","Apr  1, 2024 00:39:42.223331485 Turquie","191.966843037","sll:ethertype:ip:tcp","1155","21 → 43020 [FIN, ACK] Seq=189 Ack=85 Win=5888 Len=0 TSval=1331138 TSecr=1729702823",,,,,,,,"52","True","False",,,,"64","6","5888","85","189","28","0",,,,,"0.000761070","9.179910822","0.000761070"
"192.168.1.7","192.168.1.16","43020","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:39:42.266810425 Turquie","192.010321977","sll:ethertype:ip:tcp","1156","43020 → 21 [ACK] Seq=85 Ack=190 Win=32128 Len=0 TSval=1729705425 TSecr=1331138",,,,,,,,"52","True","False",,,,"64","6","32128","190","85","28","0","0.043478940",,,,"0.043478940","9.223389762","0.043478940"
"192.168.1.7","192.168.1.16","43020","21","0x0018","False","True","False","15","83","Apr  1, 2024 00:39:42.323602924 Turquie","192.067114476","sll:ethertype:ip:tcp:ftp","1157","Request: USER msfadmin",,,,,,,,"67","True","False",,,,"64","6","32128","190","85","28","0",,,,,"0.056792499","9.280182261","0.056792499"
"192.168.1.7","192.168.1.16","43020","21","0x0011","False","True","False","0","68","Apr  1, 2024 00:39:42.323649166 Turquie","192.067160718","sll:ethertype:ip:tcp","1158","43020 → 21 [FIN, ACK] Seq=100 Ack=190 Win=32128 Len=0 TSval=1729705482 TSecr=1331138",,,,,,,,"52","True","False",,,,"64","6","32128","190","100","28","0",,,,,"0.000046242","9.280228503","0.000046242"
"192.168.1.16","192.168.1.7","21","43020","0x0004","False","False","True","0","62","Apr  1, 2024 00:39:42.323878207 Turquie","192.067389759","sll:ethertype:ip:tcp","1159","21 → 43020 [RST] Seq=190 Win=0 Len=0",,,,,,,,"40","True","False",,,,"64","6","0","0","190","28","0",,,,,"0.000229041","9.280457544","0.000229041"
"192.168.1.7","192.168.1.16","46234","21","0x0002","True","False","False","0","76","Apr  1, 2024 00:39:42.324071403 Turquie","192.067582955","sll:ethertype:ip:tcp","1160","46234 → 21 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM TSval=1729705482 TSecr=0 WS=128",,,,,,,,"60","True","False",,,,"64","6","32120","0","0","32","0",,,,,"0.000193196","0.000000000","0.000000000"
"192.168.1.16","192.168.1.7","21","43020","0x0004","False","False","True","0","62","Apr  1, 2024 00:39:42.324200794 Turquie","192.067712346","sll:ethertype:ip:tcp","1161","21 → 43020 [RST] Seq=190 Win=0 Len=0",,,,,,,,"40","True","False",,,,"64","6","0","0","190","28","0",,,,,"0.000129391","9.280780131","0.000322587"
"192.168.1.16","192.168.1.7","21","46234","0x0012","True","True","False","0","76","Apr  1, 2024 00:39:42.324306460 Turquie","192.067818012","sll:ethertype:ip:tcp","1162","21 → 46234 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM TSval=1331148 TSecr=1729705482 WS=128",,,,,,,,"60","True","False",,,,"64","6","5792","1","0","32","0","0.000235057",,,,"0.000105666","0.000235057","0.000235057"
"192.168.1.7","192.168.1.16","46234","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:39:42.324319193 Turquie","192.067830745","sll:ethertype:ip:tcp","1163","46234 → 21 [ACK] Seq=1 Ack=1 Win=32128 Len=0 TSval=1729705482 TSecr=1331148",,,,,,,,"52","True","False",,,,"64","6","32128","1","1","32","0","0.000012733",,,,"0.000012733","0.000247790","0.000012733"
"192.168.1.16","192.168.1.7","21","46234","0x0018","False","True","False","20","88","Apr  1, 2024 00:39:42.326093196 Turquie","192.069604748","sll:ethertype:ip:tcp:ftp","1164","Response: 220 (vsFTPd 2.3.4)",,,,,,,,"72","True","False",,,,"64","6","5888","1","1","32","0",,,,,"0.001774003","0.002021793","0.001774003"
"192.168.1.7","192.168.1.16","46234","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:39:42.326104724 Turquie","192.069616276","sll:ethertype:ip:tcp","1165","46234 → 21 [ACK] Seq=1 Ack=21 Win=32128 Len=0 TSval=1729705484 TSecr=1331148",,,,,,,,"52","True","False",,,,"64","6","32128","21","1","32","0","0.000011528",,,,"0.000011528","0.002033321","0.000011528"
"192.168.1.16","192.168.1.7","21","43024","0x0018","False","True","False","22","90","Apr  1, 2024 00:39:42.511989137 Turquie","192.255500689","sll:ethertype:ip:tcp:ftp","1166","Response: 530 Login incorrect.",,,,,,,,"74","True","False",,,,"64","6","5888","88","167","29","0",,,,,"0.185884413","9.306595258","2.520476665"
"192.168.1.7","192.168.1.16","43024","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:39:42.512013825 Turquie","192.255525377","sll:ethertype:ip:tcp","1167","43024 → 21 [ACK] Seq=88 Ack=189 Win=32128 Len=0 TSval=1729705670 TSecr=1331167",,,,,,,,"52","True","False",,,,"64","6","32128","189","88","29","0","0.000024688",,,,"0.000024688","9.306619946","0.000024688"
"192.168.1.16","192.168.1.7","21","43024","0x0011","False","True","False","0","68","Apr  1, 2024 00:39:42.512178438 Turquie","192.255689990","sll:ethertype:ip:tcp","1168","21 → 43024 [FIN, ACK] Seq=189 Ack=88 Win=5888 Len=0 TSval=1331167 TSecr=1729703111",,,,,,,,"52","True","False",,,,"64","6","5888","88","189","29","0",,,,,"0.000164613","9.306784559","0.000164613"
